truck_type,departure_date,from_city,to_city,capacity,distance_km,season,price,demand
Light Commercial Vehicles,2025-05-04,Ludhiana,Nanded,10,1311.21,1,13046.99,881.2
Medium Commercial Vehicles,2024-02-10,Nashik,Bhavnagar,20,259.45,0,7504.75,1108.41
Medium Commercial Vehicles,2023-06-17,Solapur,Raipur,20,720.42,2,12655.95,1347.58
Trailer trucks,2025-07-03,Gwalior,Ranchi,50,787.72,2,23494.92,1768.17
Light Commercial Vehicles,2025-09-04,Thiruvananthapuram,Visakhapatnam,10,1220.84,3,13108.02,920.3
Light Commercial Vehicles,2025-03-08,Dhanbad,Surat,10,1428.72,1,14261.37,1009.42
Container trucks,2025-04-23,Visakhapatnam,Nagpur,40,578.54,1,16385.85,1622.88
Container trucks,2023-12-28,Rajkot,Kolhapur,40,717.27,0,17281.4,1374.58
Trailer trucks,2024-02-08,Delhi,Chennai,50,1748.63,0,27998.61,1370.41
Container trucks,2023-12-29,Raipur,Dhanbad,40,568.54,0,15520.34,1418.05
Medium Commercial Vehicles,2024-04-21,Surat,Tiruchirappalli,20,1308.93,1,16272.3,1146.39
Light Commercial Vehicles,2023-04-10,Vadodara,Thiruvananthapuram,10,1577.27,1,15205.38,834.11
Trailer trucks,2023-09-15,Amritsar,Hyderabad,50,1619.95,3,27598.64,1429.31
Trailer trucks,2025-04-07,Rajkot,Vellore,50,1363.37,1,25481.38,1444.39
Container trucks,2023-08-10,Dehradun,Allahabad,40,658.36,2,18867.4,1636.25
Trailer trucks,2024-08-09,Tiruchirappalli,Coimbatore,50,192.83,2,18081.24,1899.37
Container trucks,2023-09-15,Bilaspur,Allahabad,40,372.92,3,15071.94,1588.17
Trailer trucks,2024-09-05,Pune,Amritsar,50,1456.27,3,26940.85,1485.21
Heavy Commercial Vehicles,2024-10-10,Ahmedabad,Coimbatore,30,1407.96,3,20749.78,1243.37
Heavy Commercial Vehicles,2024-01-02,Jamshedpur,Udaipur,30,1288.59,0,18611.13,1004.64
Medium Commercial Vehicles,2024-12-23,Warangal,Jaipur,20,1063.89,0,13396.29,1002.17
Medium Commercial Vehicles,2024-03-31,Amritsar,Dehradun,20,335.32,1,8187.8,1380.6
Light Commercial Vehicles,2025-11-08,Ludhiana,Surat,10,1119.54,3,12343.11,1069.41
Light Commercial Vehicles,2023-10-23,Rajkot,Ludhiana,10,1076.93,3,11912.54,1022.97
Heavy Commercial Vehicles,2023-05-20,Kozhikode,Dhanbad,30,1788.08,1,23062.91,1073.82
Trailer trucks,2025-05-05,Jhansi,Visakhapatnam,50,984.88,1,23337.79,1538.02
Container trucks,2024-10-05,Warangal,Jabalpur,40,577.5,3,16540.87,1603.28
Heavy Commercial Vehicles,2025-09-09,Jodhpur,Raipur,30,1036.25,3,17397.89,1271.26
Medium Commercial Vehicles,2025-04-13,Delhi,Bangalore,20,1732.37,1,20050.58,948.52
Light Commercial Vehicles,2023-11-30,Vadodara,Warangal,10,823.92,3,9499.42,979.28
Light Commercial Vehicles,2023-08-11,Indore,Jhansi,10,409.03,2,7303.89,1189.97
Heavy Commercial Vehicles,2023-04-10,Ludhiana,Chennai,30,2024.36,1,24793.32,1175.47
Light Commercial Vehicles,2025-06-03,Lucknow,Tiruchirappalli,10,1792.85,2,19503.86,1076.71
Heavy Commercial Vehicles,2024-03-15,Hyderabad,Bhavnagar,30,822.49,1,15391.43,1417.58
Medium Commercial Vehicles,2023-05-23,Pune,Ranchi,20,1304.84,1,16107.88,1065.99
Trailer trucks,2025-11-21,Ahmedabad,Vellore,50,1316.23,3,25039.25,1576.55
Medium Commercial Vehicles,2025-10-28,Delhi,Hyderabad,20,1250.41,3,16119.2,1169.26
Heavy Commercial Vehicles,2023-02-19,Vadodara,Ahmedabad,30,101.01,0,9368.44,1286.17
Trailer trucks,2023-02-13,Jhansi,Hyderabad,50,892.85,0,21091.43,1419.11
Trailer trucks,2023-06-18,Nanded,Bangalore,50,683.04,2,22654.11,1877.84
Heavy Commercial Vehicles,2023-02-18,Vadodara,Lucknow,30,933.16,0,16119.67,1095.48
Medium Commercial Vehicles,2023-02-03,Nashik,Gwalior,20,822.69,0,12297.28,1002.17
Container trucks,2024-07-19,Ranchi,Dehradun,40,1057.76,2,22915.61,1679.99
Medium Commercial Vehicles,2024-02-20,Warangal,Kozhikode,20,849.34,0,12400.38,973.86
Heavy Commercial Vehicles,2024-09-18,Ranchi,Guwahati,30,720.17,3,15120.85,1390.79
Heavy Commercial Vehicles,2023-03-14,Dehradun,Vellore,30,1930.05,1,24069.37,1195.25
Container trucks,2023-11-23,Bangalore,Nagpur,40,918.49,3,19067.8,1489.85
Container trucks,2025-03-27,Patna,Madurai,40,1886.01,1,27561.99,1205.4
Container trucks,2023-09-23,Ahmedabad,Rajkot,40,198.48,3,13778.08,1701.8
Container trucks,2023-03-12,Madurai,Hubli,40,684.07,1,17148.86,1554.44
Trailer trucks,2023-10-28,Patna,Allahabad,50,331.31,3,17164.54,1661.87
Medium Commercial Vehicles,2023-09-24,Raipur,Rajkot,20,1125.59,3,15231.18,1037.4
Light Commercial Vehicles,2023-10-12,Dehradun,Gwalior,10,454.42,3,6424.74,1123.47
Trailer trucks,2024-10-11,Hubli,Bhopal,50,906.4,3,22472.46,1633.54
Trailer trucks,2025-03-10,Allahabad,Meerut,50,568.09,1,19080.51,1632.43
Heavy Commercial Vehicles,2023-12-24,Guwahati,Pune,30,2023.36,0,23869.27,863.51
Heavy Commercial Vehicles,2023-02-19,Tiruchirappalli,Vadodara,30,1403.75,0,19320.55,1090.47
Container trucks,2025-09-06,Nashik,Amritsar,40,1293.71,3,22101.94,1315.65
Trailer trucks,2023-08-21,Kanpur,Kolkata,50,920.03,2,24249.74,1786.92
Heavy Commercial Vehicles,2023-11-28,Hyderabad,Delhi,30,1250.41,3,19416.0,1186.68
Light Commercial Vehicles,2025-04-08,Ranchi,Jhansi,10,722.31,1,8417.72,1075.09
Medium Commercial Vehicles,2025-04-18,Ahmedabad,Dehradun,20,973.59,1,14127.27,1203.1
Medium Commercial Vehicles,2023-02-13,Warangal,Mumbai,20,719.43,0,10702.26,956.6
Trailer trucks,2024-01-24,Kolkata,Pune,50,1577.04,0,26370.71,1289.49
Medium Commercial Vehicles,2025-06-20,Ludhiana,Bhavnagar,20,1077.41,2,16290.06,1366.8
Medium Commercial Vehicles,2025-12-13,Nanded,Madurai,20,1023.02,0,13320.66,899.6
Light Commercial Vehicles,2023-11-28,Rajkot,Meerut,10,1013.6,3,11496.18,1009.33
Light Commercial Vehicles,2024-06-13,Ludhiana,Bhavnagar,10,1077.41,2,12392.94,1158.84
Trailer trucks,2023-11-01,Ahmedabad,Vijayawada,50,1111.59,3,24069.72,1518.64
Light Commercial Vehicles,2024-06-16,Guwahati,Nanded,10,1670.83,2,18311.52,949.68
Heavy Commercial Vehicles,2023-02-26,Gwalior,Vadodara,30,667.4,0,13146.06,1234.28
Light Commercial Vehicles,2023-09-06,Nagpur,Nashik,10,566.84,3,7209.25,1135.89
Heavy Commercial Vehicles,2024-06-22,Kolkata,Bhopal,30,1125.75,2,20147.03,1435.16
Medium Commercial Vehicles,2023-05-23,Chennai,Ahmedabad,20,1368.41,1,16820.3,989.79
Heavy Commercial Vehicles,2024-05-08,Nagpur,Nashik,30,566.84,1,13897.5,1319.04
Container trucks,2025-03-06,Nashik,Jamshedpur,40,1323.6,1,22665.28,1343.21
Heavy Commercial Vehicles,2024-02-28,Vijayawada,Mumbai,30,871.45,0,15176.42,1201.01
Container trucks,2025-06-24,Chennai,Kozhikode,40,528.68,2,17672.32,1606.03
Light Commercial Vehicles,2025-12-18,Kolkata,Jabalpur,10,862.18,0,8983.99,921.27
Heavy Commercial Vehicles,2024-08-31,Surat,Ranchi,30,1308.08,2,21335.13,1316.59
Medium Commercial Vehicles,2023-03-20,Thiruvananthapuram,Kozhikode,20,327.98,1,8752.97,1380.75
Heavy Commercial Vehicles,2025-02-28,Bilaspur,Madurai,30,1411.92,0,19716.8,969.98
Trailer trucks,2024-10-09,Rajkot,Jamshedpur,50,1584.31,3,27517.45,1447.48
Medium Commercial Vehicles,2025-01-21,Visakhapatnam,Jabalpur,20,695.48,0,11422.71,985.52
Container trucks,2025-03-18,Gwalior,Nanded,40,789.02,1,18408.1,1507.03
Medium Commercial Vehicles,2024-12-13,Vadodara,Solapur,20,588.19,0,10348.83,1133.86
Trailer trucks,2024-10-19,Agra,Meerut,50,202.52,3,16912.2,1723.96
Light Commercial Vehicles,2023-11-02,Chennai,Patna,10,1475.92,3,14964.07,822.54
Container trucks,2024-03-25,Coimbatore,Delhi,40,1948.33,1,27279.4,1331.98
Heavy Commercial Vehicles,2024-05-14,Patna,Chennai,30,1475.92,1,20710.7,1147.26
Container trucks,2025-08-23,Ahmedabad,Amritsar,40,980.94,2,21696.98,1558.85
Light Commercial Vehicles,2023-11-13,Bhopal,Nashik,10,520.67,3,6979.33,1131.49
Trailer trucks,2024-02-20,Madurai,Kozhikode,50,295.46,0,16466.8,1509.22
Light Commercial Vehicles,2025-12-05,Nashik,Bhopal,10,520.67,0,6607.93,857.34
Medium Commercial Vehicles,2025-12-25,Pune,Guwahati,20,2023.36,0,21034.43,769.34
Container trucks,2023-03-20,Chennai,Surat,40,1194.35,1,21422.42,1425.01
Light Commercial Vehicles,2025-08-17,Warangal,Kozhikode,10,849.34,2,10803.61,1279.64
Trailer trucks,2024-01-27,Jabalpur,Rajkot,50,948.19,0,21748.68,1476.51
Medium Commercial Vehicles,2024-12-11,Solapur,Guwahati,20,1883.79,0,19851.35,784.72
Light Commercial Vehicles,2023-08-04,Solapur,Guwahati,10,1883.79,2,19742.99,1016.3
Light Commercial Vehicles,2023-06-18,Ahmedabad,Nashik,10,357.93,2,6421.13,1213.27
Trailer trucks,2024-07-26,Pune,Ranchi,50,1304.84,2,28211.34,1665.09
Container trucks,2025-12-13,Rajkot,Jaipur,40,717.76,0,16935.43,1272.68
Container trucks,2023-04-16,Kolhapur,Bangalore,40,548.36,1,16797.57,1484.73
Medium Commercial Vehicles,2025-08-17,Warangal,Amritsar,20,1585.66,2,20706.76,1250.34
Container trucks,2025-08-01,Rajkot,Thiruvananthapuram,40,1660.16,2,27347.61,1396.34
Heavy Commercial Vehicles,2023-08-12,Rajkot,Tiruchirappalli,30,1527.04,2,23748.76,1412.9
Trailer trucks,2025-03-24,Ludhiana,Vadodara,50,988.56,1,23017.46,1543.19
Container trucks,2025-06-01,Bhopal,Warangal,40,627.34,2,18923.03,1713.8
Container trucks,2025-04-20,Rajkot,Bilaspur,40,1169.27,1,21329.27,1485.34
Trailer trucks,2025-03-07,Kanpur,Bilaspur,50,517.71,1,19399.86,1743.89
Trailer trucks,2025-11-10,Kolkata,Dehradun,50,1339.63,3,26183.5,1501.76
Heavy Commercial Vehicles,2024-10-27,Jhansi,Rajkot,30,864.03,3,16065.69,1376.98
Medium Commercial Vehicles,2024-03-21,Tiruchirappalli,Udaipur,20,1615.53,1,19372.41,1063.09
Heavy Commercial Vehicles,2025-06-02,Visakhapatnam,Bangalore,30,797.91,2,16522.23,1412.45
Heavy Commercial Vehicles,2024-10-14,Kozhikode,Raipur,30,1269.85,3,19580.99,1219.06
Heavy Commercial Vehicles,2023-06-13,Jabalpur,Vadodara,30,705.6,2,16548.86,1461.99
Container trucks,2025-03-15,Kanpur,Vijayawada,40,1101.51,1,20709.07,1438.54
Medium Commercial Vehicles,2023-09-27,Patna,Jodhpur,20,1215.27,3,16107.26,1154.26
Trailer trucks,2024-04-10,Jabalpur,Solapur,50,744.85,1,21377.46,1707.91
Light Commercial Vehicles,2023-05-02,Kolhapur,Vellore,10,672.73,1,8616.37,1084.38
Heavy Commercial Vehicles,2024-07-26,Bhavnagar,Amritsar,30,1126.42,2,19846.07,1419.88
Heavy Commercial Vehicles,2024-07-29,Delhi,Meerut,30,63.6,2,10329.34,1663.46
Medium Commercial Vehicles,2024-12-18,Jamshedpur,Hubli,20,1426.39,0,16920.98,913.43
Container trucks,2024-03-05,Solapur,Kolkata,40,1410.86,1,22869.15,1453.11
Heavy Commercial Vehicles,2025-10-10,Visakhapatnam,Nagpur,30,578.54,3,13689.41,1398.21
Heavy Commercial Vehicles,2024-05-23,Vellore,Lucknow,30,1553.74,1,21691.15,1147.78
Container trucks,2025-10-06,Lucknow,Guwahati,40,1078.18,3,21060.67,1372.61
Trailer trucks,2025-12-05,Jabalpur,Vellore,50,1139.74,0,22715.57,1462.75
Trailer trucks,2025-01-19,Nashik,Bangalore,50,877.1,0,20739.22,1461.33
Medium Commercial Vehicles,2025-03-09,Mumbai,Raipur,20,945.9,1,13219.18,1114.93
Light Commercial Vehicles,2024-12-02,Indore,Mumbai,10,508.74,0,7067.53,920.68
Trailer trucks,2024-07-17,Guwahati,Kolkata,50,523.02,2,21587.5,1933.61
Container trucks,2023-11-18,Nagpur,Pune,40,620.26,3,16642.68,1552.0
Trailer trucks,2024-05-22,Kozhikode,Jamshedpur,50,1690.71,1,28352.78,1540.8
Trailer trucks,2025-05-19,Bhavnagar,Bangalore,50,1131.7,1,23571.85,1555.66
Medium Commercial Vehicles,2023-08-28,Meerut,Jaipur,20,297.3,2,9084.04,1475.74
Heavy Commercial Vehicles,2024-01-20,Amritsar,Ludhiana,30,124.19,0,9225.51,1251.94
Trailer trucks,2023-12-07,Solapur,Nanded,50,221.62,0,16369.28,1556.65
Heavy Commercial Vehicles,2025-11-28,Bilaspur,Lucknow,30,541.72,3,13122.51,1297.58
Heavy Commercial Vehicles,2024-07-05,Lucknow,Madurai,30,1896.5,2,26743.94,1222.21
Container trucks,2025-03-06,Mumbai,Hubli,40,475.14,1,15714.33,1573.78
Heavy Commercial Vehicles,2024-11-22,Jhansi,Udaipur,30,499.35,3,12860.92,1363.24
Medium Commercial Vehicles,2024-08-02,Chennai,Ranchi,20,1254.22,2,17299.33,1246.19
Heavy Commercial Vehicles,2024-08-23,Indore,Hubli,30,817.79,2,17316.43,1411.85
Trailer trucks,2024-08-17,Patna,Rajkot,50,1503.12,2,29769.77,1552.36
Trailer trucks,2025-02-24,Hubli,Jhansi,50,1172.64,0,23633.07,1422.62
Trailer trucks,2025-04-29,Kozhikode,Coimbatore,50,131.16,1,15688.14,1865.31
Trailer trucks,2024-12-23,Lucknow,Hubli,50,1407.23,0,25069.12,1378.68
Light Commercial Vehicles,2023-09-07,Udaipur,Jabalpur,10,657.53,3,8123.89,1092.23
Light Commercial Vehicles,2023-07-08,Chennai,Agra,10,1578.06,2,16754.58,1019.42
Medium Commercial Vehicles,2024-05-21,Mumbai,Nanded,20,467.58,1,9704.58,1339.93
Medium Commercial Vehicles,2023-09-14,Pune,Bilaspur,20,950.5,3,13144.44,1083.78
Trailer trucks,2023-04-29,Delhi,Thiruvananthapuram,50,2224.04,1,32927.58,1258.35
Trailer trucks,2024-12-24,Indore,Udaipur,50,300.99,0,16270.53,1610.55
Light Commercial Vehicles,2025-08-26,Bhopal,Amritsar,10,961.22,2,11911.87,1084.33
Container trucks,2025-05-10,Amritsar,Agra,40,580.2,1,16501.85,1633.28
Trailer trucks,2025-03-09,Kanpur,Patna,50,490.27,1,19356.49,1693.88
Light Commercial Vehicles,2025-05-11,Dehradun,Agra,10,348.0,1,5657.52,1115.66
Container trucks,2025-12-25,Meerut,Bangalore,40,1773.02,0,25232.68,1243.46
Trailer trucks,2024-02-11,Raipur,Madurai,50,1308.42,0,24216.55,1386.41
Container trucks,2023-07-23,Ludhiana,Jamshedpur,40,1363.11,2,25628.17,1508.24
Light Commercial Vehicles,2025-11-22,Nanded,Lucknow,10,930.9,3,10736.93,982.97
Light Commercial Vehicles,2025-09-12,Pune,Jhansi,10,908.21,3,9856.7,948.31
Medium Commercial Vehicles,2023-09-28,Ahmedabad,Allahabad,20,978.97,3,14043.54,1101.33
Medium Commercial Vehicles,2025-09-06,Indore,Raipur,20,617.79,3,10711.93,1143.69
Medium Commercial Vehicles,2023-06-13,Bhavnagar,Jaipur,20,679.03,2,12655.8,1449.95
Heavy Commercial Vehicles,2025-12-20,Nagpur,Jabalpur,30,243.71,0,10232.98,1348.61
Medium Commercial Vehicles,2024-02-02,Hubli,Guwahati,20,2098.09,0,21683.58,838.44
Medium Commercial Vehicles,2023-10-25,Dhanbad,Lucknow,20,647.28,3,10749.52,1152.25
Heavy Commercial Vehicles,2024-07-20,Bhavnagar,Guwahati,30,2049.3,2,27499.41,1250.47
Medium Commercial Vehicles,2023-01-17,Bhavnagar,Kozhikode,20,1225.25,0,15355.61,937.37
Trailer trucks,2024-08-28,Kolhapur,Dehradun,50,1556.05,2,29888.65,1668.68
Medium Commercial Vehicles,2024-10-24,Meerut,Guwahati,20,1419.82,3,17380.03,1138.23
Container trucks,2024-08-12,Nagpur,Kozhikode,40,1149.7,2,23616.37,1584.9
Trailer trucks,2023-04-12,Guwahati,Jodhpur,50,1868.74,1,29470.0,1442.76
Container trucks,2025-09-01,Pune,Hubli,40,374.41,3,14813.89,1548.02
Container trucks,2025-10-30,Jabalpur,Vijayawada,40,742.22,3,18115.58,1498.98
Container trucks,2025-06-19,Jodhpur,Chennai,40,1641.68,2,27245.08,1498.77
Medium Commercial Vehicles,2024-06-12,Kozhikode,Ludhiana,20,2174.81,2,25469.0,1070.52
Container trucks,2025-04-06,Coimbatore,Vijayawada,40,726.73,1,18101.85,1513.14
Light Commercial Vehicles,2023-01-31,Mumbai,Rajkot,10,417.68,0,6008.71,961.71
Heavy Commercial Vehicles,2024-11-11,Jhansi,Vijayawada,30,1013.34,3,16656.42,1373.57
Light Commercial Vehicles,2023-01-23,Pune,Agra,10,1048.8,0,10990.31,748.0
Trailer trucks,2025-10-09,Surat,Vellore,50,1132.87,3,24413.83,1594.19
Heavy Commercial Vehicles,2024-02-19,Agra,Ludhiana,30,462.77,0,11823.03,1296.38
Heavy Commercial Vehicles,2023-06-08,Bilaspur,Jamshedpur,30,425.76,2,13493.37,1521.33
Trailer trucks,2023-10-17,Mangalore,Jhansi,50,1441.13,3,26667.52,1501.08
Light Commercial Vehicles,2023-02-01,Hubli,Ranchi,10,1386.59,0,13625.43,757.68
Heavy Commercial Vehicles,2025-03-31,Mumbai,Tiruchirappalli,30,1110.24,1,17904.98,1274.64
Trailer trucks,2025-09-13,Gwalior,Ludhiana,50,566.52,3,19899.64,1761.13
Light Commercial Vehicles,2023-11-23,Bhopal,Solapur,10,639.57,3,7755.94,1106.17
Container trucks,2025-09-02,Dehradun,Guwahati,40,1421.11,3,23170.29,1400.69
Trailer trucks,2023-12-12,Raipur,Bangalore,50,1011.76,0,21751.99,1489.54
Trailer trucks,2023-03-21,Hyderabad,Jamshedpur,50,1005.2,1,23295.44,1642.38
Heavy Commercial Vehicles,2025-08-29,Vellore,Chennai,30,124.84,2,11089.67,1597.6
Heavy Commercial Vehicles,2024-07-18,Mangalore,Pune,30,629.54,2,15198.85,1466.99
Container trucks,2025-02-06,Guwahati,Mumbai,40,2088.02,0,27022.29,1158.37
Container trucks,2023-12-24,Delhi,Udaipur,40,566.06,0,15489.9,1459.34
Trailer trucks,2024-02-02,Madurai,Vadodara,50,1468.08,0,25058.95,1267.64
Trailer trucks,2024-02-11,Madurai,Thiruvananthapuram,50,202.28,0,15481.21,1651.1
Trailer trucks,2023-02-21,Jamshedpur,Vijayawada,50,908.3,0,21017.55,1452.09
Trailer trucks,2023-07-23,Patna,Udaipur,50,1157.56,2,27020.26,1795.97
Medium Commercial Vehicles,2023-12-09,Jodhpur,Bangalore,20,1544.54,0,17683.44,990.68
Heavy Commercial Vehicles,2024-11-01,Vadodara,Gwalior,30,667.4,3,14797.11,1416.5
Container trucks,2023-11-23,Bhavnagar,Surat,40,96.36,3,12667.4,1600.4
Light Commercial Vehicles,2024-12-28,Vijayawada,Warangal,10,197.76,0,4808.11,1104.18
Container trucks,2024-11-24,Indore,Jhansi,40,409.03,3,15002.85,1470.71
Light Commercial Vehicles,2025-09-26,Tiruchirappalli,Bangalore,10,269.89,3,5093.58,1187.2
Container trucks,2024-05-26,Dhanbad,Jabalpur,40,661.7,1,17241.09,1612.16
Light Commercial Vehicles,2024-07-15,Bilaspur,Nanded,10,598.65,2,8489.87,1207.93
Medium Commercial Vehicles,2024-10-29,Dehradun,Jodhpur,20,667.37,3,11275.52,1127.18
Medium Commercial Vehicles,2023-06-26,Vadodara,Jhansi,20,649.57,2,12613.09,1369.86
Light Commercial Vehicles,2024-03-10,Udaipur,Hubli,10,1031.39,1,11742.83,1048.23
Medium Commercial Vehicles,2025-01-30,Delhi,Ahmedabad,20,774.37,0,12041.52,1067.89
Trailer trucks,2025-10-27,Mangalore,Nagpur,50,1016.13,3,23542.52,1637.92
Light Commercial Vehicles,2025-08-21,Guwahati,Vadodara,10,1930.11,2,20474.07,998.54
Trailer trucks,2025-02-12,Allahabad,Lucknow,50,180.37,0,15647.78,1531.61
Heavy Commercial Vehicles,2024-10-21,Hyderabad,Vadodara,30,778.13,3,15527.7,1428.65
Light Commercial Vehicles,2024-08-23,Jodhpur,Hubli,10,1223.56,2,13890.61,1047.32
Trailer trucks,2025-06-13,Mangalore,Udaipur,50,1297.51,2,27943.79,1617.13
Container trucks,2023-05-05,Nagpur,Allahabad,40,552.52,1,16001.92,1448.11
Light Commercial Vehicles,2025-11-05,Kozhikode,Guwahati,10,2350.36,3,21576.58,749.99
Light Commercial Vehicles,2025-08-22,Dehradun,Raipur,10,1066.92,2,12291.38,1091.5
Medium Commercial Vehicles,2025-08-31,Delhi,Amritsar,20,403.44,2,9953.49,1326.15
Medium Commercial Vehicles,2024-01-02,Madurai,Patna,20,1886.01,0,20220.49,768.18
Light Commercial Vehicles,2025-09-03,Indore,Delhi,10,666.92,3,8153.76,1145.67
Trailer trucks,2024-03-04,Surat,Hyderabad,50,727.17,1,20320.61,1715.51
Trailer trucks,2025-05-13,Amritsar,Madurai,50,2426.95,1,34014.69,1320.42
Light Commercial Vehicles,2025-08-26,Ranchi,Jabalpur,10,544.95,2,8153.13,1241.64
Medium Commercial Vehicles,2025-07-21,Warangal,Udaipur,20,952.39,2,14721.17,1370.48
Trailer trucks,2024-01-03,Nashik,Jaipur,50,792.51,0,19899.24,1452.82
Container trucks,2025-06-04,Patna,Mumbai,40,1453.49,2,25714.33,1429.48
Container trucks,2024-09-16,Gwalior,Patna,40,700.19,3,17703.44,1576.1
Container trucks,2025-04-06,Amritsar,Nashik,40,1293.71,1,22472.9,1424.04
Container trucks,2025-10-03,Nashik,Bilaspur,40,897.97,3,19473.25,1514.0
Light Commercial Vehicles,2025-09-14,Udaipur,Gwalior,10,484.77,3,6632.63,1153.42
Heavy Commercial Vehicles,2024-04-30,Ludhiana,Pune,30,1386.07,1,20293.79,1201.97
Heavy Commercial Vehicles,2023-06-15,Nanded,Guwahati,30,1670.83,2,24512.55,1312.18
Medium Commercial Vehicles,2023-04-19,Bilaspur,Warangal,20,526.41,1,9937.55,1331.17
Light Commercial Vehicles,2023-01-15,Jamshedpur,Vijayawada,10,908.3,0,10018.84,967.3
Trailer trucks,2023-12-11,Jabalpur,Hyderabad,50,660.54,0,19550.22,1463.73
Light Commercial Vehicles,2024-11-16,Vadodara,Solapur,10,588.19,3,7538.39,1092.34
Trailer trucks,2024-05-20,Agra,Dehradun,50,348.0,1,17882.69,1778.02
Heavy Commercial Vehicles,2025-12-27,Raipur,Nashik,30,828.74,0,15254.6,1226.38
Light Commercial Vehicles,2023-10-16,Bilaspur,Solapur,10,815.73,3,9829.25,1060.26
Container trucks,2024-04-15,Thiruvananthapuram,Nagpur,40,1415.58,1,23776.37,1435.81
Heavy Commercial Vehicles,2024-03-27,Gwalior,Pune,30,961.62,1,17098.19,1358.24
Container trucks,2025-12-01,Guwahati,Gwalior,40,1354.25,0,22077.0,1203.33
Trailer trucks,2025-06-20,Dhanbad,Delhi,50,1064.48,2,26169.28,1719.37
Medium Commercial Vehicles,2025-12-03,Kozhikode,Coimbatore,20,131.16,0,6953.83,1245.81
Container trucks,2025-07-10,Jamshedpur,Thiruvananthapuram,40,1864.88,2,30023.38,1340.63
Heavy Commercial Vehicles,2024-04-04,Agra,Nagpur,30,676.94,1,13957.52,1297.97
Medium Commercial Vehicles,2023-06-06,Jaipur,Lucknow,20,512.61,2,11530.63,1483.21
Trailer trucks,2025-07-03,Hubli,Surat,50,686.75,2,22786.46,1754.5
Light Commercial Vehicles,2024-04-20,Chennai,Kozhikode,10,528.68,1,7300.42,1156.63
Container trucks,2024-05-26,Ahmedabad,Jodhpur,40,359.21,1,14745.72,1505.32
Container trucks,2023-07-11,Kolhapur,Raipur,40,926.15,2,20884.1,1661.67
Trailer trucks,2023-09-05,Udaipur,Ahmedabad,50,208.53,3,17032.76,1829.88
Light Commercial Vehicles,2023-03-12,Jodhpur,Meerut,10,553.24,1,7297.5,1035.97
Trailer trucks,2024-04-24,Ludhiana,Hubli,50,1722.17,1,28338.54,1422.56
Trailer trucks,2024-10-02,Kozhikode,Jaipur,50,1732.83,3,28701.09,1537.45
Light Commercial Vehicles,2023-05-16,Lucknow,Guwahati,10,1078.18,1,11308.72,1051.07
Medium Commercial Vehicles,2024-01-16,Lucknow,Udaipur,20,767.8,0,11668.74,1112.72
Container trucks,2023-02-22,Meerut,Kozhikode,40,1972.65,0,26747.39,1178.06
Light Commercial Vehicles,2024-04-30,Patna,Ahmedabad,10,1306.39,1,13201.02,1019.58
Medium Commercial Vehicles,2023-04-14,Gwalior,Meerut,20,310.12,1,8055.0,1219.0
Light Commercial Vehicles,2023-07-15,Solapur,Mumbai,10,356.39,2,5993.36,1250.1
Medium Commercial Vehicles,2023-05-10,Patna,Visakhapatnam,20,897.75,1,12809.77,1197.46
Trailer trucks,2023-05-16,Bangalore,Dhanbad,50,1517.77,1,26690.71,1454.68
Medium Commercial Vehicles,2023-04-17,Coimbatore,Chennai,20,427.18,1,9423.83,1342.9
Container trucks,2023-10-23,Tiruchirappalli,Jabalpur,40,1378.09,3,22926.69,1394.41
Medium Commercial Vehicles,2023-11-13,Dehradun,Vadodara,20,1010.63,3,14364.59,1153.63
Container trucks,2024-04-01,Bilaspur,Solapur,40,815.73,1,18042.84,1403.37
Trailer trucks,2023-09-28,Surat,Guwahati,50,2003.54,3,31214.36,1371.42
Medium Commercial Vehicles,2025-03-17,Vijayawada,Hubli,20,604.76,1,11018.98,1241.85
Heavy Commercial Vehicles,2025-10-07,Visakhapatnam,Indore,30,949.54,3,16664.81,1214.5
Trailer trucks,2024-11-04,Amritsar,Jodhpur,50,624.48,3,19758.77,1685.48
Heavy Commercial Vehicles,2023-04-04,Solapur,Bilaspur,30,815.73,1,15991.89,1355.18
Medium Commercial Vehicles,2024-08-27,Solapur,Gwalior,20,976.34,2,15016.9,1340.37
Trailer trucks,2023-12-05,Hyderabad,Allahabad,50,956.9,0,21208.35,1438.15
Container trucks,2023-05-25,Thiruvananthapuram,Mumbai,40,1246.97,1,22361.8,1446.24
Container trucks,2023-12-26,Warangal,Jaipur,40,1063.89,0,19637.23,1314.77
Trailer trucks,2023-09-01,Nanded,Raipur,50,507.42,3,19402.43,1790.96
Trailer trucks,2025-12-05,Hyderabad,Meerut,50,1287.1,0,23604.31,1426.68
Medium Commercial Vehicles,2024-08-28,Nagpur,Pune,20,620.26,2,11601.4,1377.05
Heavy Commercial Vehicles,2025-09-03,Jabalpur,Ludhiana,30,948.06,3,16806.31,1348.66
Light Commercial Vehicles,2023-09-06,Tiruchirappalli,Jabalpur,10,1378.09,3,14319.3,838.58
Trailer trucks,2023-09-14,Vadodara,Jabalpur,50,705.6,3,20405.18,1668.93
Light Commercial Vehicles,2025-04-27,Bilaspur,Hubli,10,1048.44,1,11837.82,918.07
Medium Commercial Vehicles,2023-06-02,Nagpur,Hyderabad,20,421.08,2,10163.09,1393.39
